title,authors_name,auths_institution,auths_per_institution,abstract,location,pub_date,citation_nbres,download_nbres,dio
Volatility Spillovers between US Banking Industry and Bitcoin Market: Risk Implications for Banking Industry,"Chamil W Senarathne,Wei Jianguo","School of Economics, Wuhan University of Technology, Wuhan, Hubei,School of Economics, Wuhan University of Technology, Wuhan, Hubei","(Chamil W Senarathne) FROM (School of Economics, Wuhan University of Technology, Wuhan, Hubei),(Wei Jianguo) FROM (School of Economics, Wuhan University of Technology, Wuhan, Hubei)","This paper examines the volatility spillovers between Bitcoin market and US banking industry using unrestricted BEKK-GARCH model. The results show that there is a strong short-term volatility spillover effect in the two markets. However, Bitcoin trading volatility process weakens the short-term volatility spillover effect from Bitcoin market to banking industry in the United States and the volatility of banking industry returns (i.e. volatility of operational results) weakens the short-term volatility spillover effect from banking industry to Bitcoin market mainly due to inability of adoption in the short-run. Moreover, there is a significant and (positive) long-term volatility spillover effect from Bitcoin market to banking industry. This remarkable observation reveals that there is a possibility of banking industry adopting Bitcoin operation as a part of banking product portfolio development in the long-run. As such, imposition of any tax or trading restriction (e.g. price bands, transaction cost, tax etc.) on Bitcoin market will adversely impact the performance of banking industry in the long-run. The nature of the impact and its timing are of utmost importance for the government and policymakers, particularly in case of economic planning and restructuring of banking and financial services industry.",China,29 May 2020,0,152,https://doi.org/10.1145/3390566.3391666
SCPKI: A Smart Contract-based PKI and Identity System,Mustafa Al-Bassam,"University College London, London","(Mustafa Al-Bassam) FROM (University College London, London)","The Public Key Infrastructure (PKI) in use today on the Internet to secure communications has several drawbacks arising from its centralised and non-transparent design. In the past there has been instances of certificate authorities publishing rogue certificates for targeted attacks, and this has been difficult to immediately detect as certificate authorities are not transparent about the certificates they issue. Furthermore, the centralised selection of trusted certificate authorities by operating system and browser vendors means that it is not practical to untrust certificate authorities that have issued rogue certificates, as this would disrupt the TLS process for many other hosts.",United Kingdom,02 April 2017,109,"1,652",https://doi.org/10.1145/3055518.3055530
Equipment Supply Chain Financial Collaborative Innovation Service Based on Distributed Ledger Technology,"Xuejun Yuan,Shuai Zhang,Fan Wu,Ming Ye","Beijing China-Power Information Technology Co., Ltd., State Grid Information & Telecommunication Group, Beijing Haidian,Beijing China-Power Information Technology Co., Ltd., State Grid Information & Telecommunication Group, Beijing Haidian,Beijing China-Power Information Technology Co., Ltd., State Grid Information & Telecommunication Group, Beijing Haidian,State Grid Energy Research Institute Co., Ltd., Beijing Changping","(Xuejun Yuan) FROM (Beijing China-Power Information Technology Co., Ltd., State Grid Information & Telecommunication Group, Beijing Haidian),(Shuai Zhang) FROM (Beijing China-Power Information Technology Co., Ltd., State Grid Information & Telecommunication Group, Beijing Haidian),(Fan Wu) FROM (Beijing China-Power Information Technology Co., Ltd., State Grid Information & Telecommunication Group, Beijing Haidian),(Ming Ye) FROM (State Grid Energy Research Institute Co., Ltd., Beijing Changping)","In the power equipment supply chain collaborative application system, through the organic integration of logistics and financial services, the construction of power equipment supply chain financial collaborative service system, for logistics, information flow and capital flow, power equipment procurement, manufacturing, logistics and construction provides whole process of installation financial services to satisfy the demand for liquidity of enterprises in the power equipment supply chain, improve the liquidity of assets of various enterprises, and reduce the capital occupation of enterprises.",CHN,20 March 2020,0,104,https://doi.org/10.1145/3376044.3376066
Competitive Decentralized Randomness Beacon Protocols,Mayank Raikwar,"Norwegian University of Science and Technology, Trondheim","(Mayank Raikwar) FROM (Norwegian University of Science and Technology, Trondheim)","A distributed and reliable source of randomness is always a critical element in cryptography, both in the construction and application of cryptographic primitives. Modern cryptography such as blockchain, cryptocurrencies, decentralized finance is heavily dependent on a trusted randomness source. In particular, Decentralized Randomness Beacon (DRB) protocols can be a reliable source of randomness. A DRB protocol generates a continuous stream of publicly verifiable random values. Almost all the available DRB protocols are collaborative in nature where participants of a DRB protocol collaborate their local entropy to generate global randomness.",Norway,30 May 2022,0,118,https://doi.org/10.1145/3494106.3528679
An experimental framework for improving the performance of BFT consensus for future permissioned blockchains,"Man Kit Sit,Manuel Bravo,Zsolt István","City University of Hong Kong,IMDEA Software Institute,IT University of Copenhagen","(Man Kit Sit) FROM (City University of Hong Kong),(Manuel Bravo) FROM (IMDEA Software Institute),(Zsolt István) FROM (IT University of Copenhagen)","Permissioned Blockchains are increasingly considered in enterprise use-cases, many of which do not require geo-distribution, or even disallow it due to legislation. Examples include countrywide networks, such as Alastria, or those deployed using cloud-based platforms such as IBM Blockchain Platform. We expect these blockchains to eventually run in environments with high bandwidth and low latency modern networks, as well as with advanced programmable hardware accelerators.",Denmark,28 June 2021,1,154,https://doi.org/10.1145/3465480.3466922
An experimental framework for improving the performance of BFT consensus for future permissioned blockchains,"Man Kit Sit,Manuel Bravo,Zsolt István","City University of Hong Kong,IMDEA Software Institute,IT University of Copenhagen","(Man Kit Sit) FROM (City University of Hong Kong),(Manuel Bravo) FROM (IMDEA Software Institute),(Zsolt István) FROM (IT University of Copenhagen)","Permissioned Blockchains are increasingly considered in enterprise use-cases, many of which do not require geo-distribution, or even disallow it due to legislation. Examples include countrywide networks, such as Alastria, or those deployed using cloud-based platforms such as IBM Blockchain Platform. We expect these blockchains to eventually run in environments with high bandwidth and low latency modern networks, as well as with advanced programmable hardware accelerators.",Denmark,28 June 2021,1,154,https://doi.org/10.1145/3465480.3466922
An experimental framework for improving the performance of BFT consensus for future permissioned blockchains,"Man Kit Sit,Manuel Bravo,Zsolt István","City University of Hong Kong,IMDEA Software Institute,IT University of Copenhagen","(Man Kit Sit) FROM (City University of Hong Kong),(Manuel Bravo) FROM (IMDEA Software Institute),(Zsolt István) FROM (IT University of Copenhagen)","Permissioned Blockchains are increasingly considered in enterprise use-cases, many of which do not require geo-distribution, or even disallow it due to legislation. Examples include countrywide networks, such as Alastria, or those deployed using cloud-based platforms such as IBM Blockchain Platform. We expect these blockchains to eventually run in environments with high bandwidth and low latency modern networks, as well as with advanced programmable hardware accelerators.",Denmark,28 June 2021,1,154,https://doi.org/10.1145/3465480.3466922
The Composable Finance Mosaic Bridge and Liquidity Forecasting,"Panos,0xzoro,Jesper Kristensen,0xbrainjar","Advanced Blockchain Research,Advanced Blockchain Research,Advanced Blockchain Research,Composable Finance Labs","(Panos) FROM (Advanced Blockchain Research),(0xzoro) FROM (Advanced Blockchain Research),(Jesper Kristensen) FROM (Advanced Blockchain Research),(0xbrainjar) FROM (Composable Finance Labs)","We introduce the forecasting technology behind Composable Finance's (Composable's)1 cross-layer cross-chain bridge Mosaic2 . Mosaic contains a network of vaults, one on each layer and chain, and we present our research into improving the operation and robustness of said bridge via liquidity forecasting of its associated vaults. Users utilize the bridge to transfer assets from a source network and source layer (a source vault) to a destination network and layer (a destination vault). However, if a vault is near depletion when a transfer is initiated the transfer can fail due to inefficient liquidity. Thus, critical to maximizing the user experience of Mosaic is being able to forecast accurately when the liquidity will be depleted from vaults supported by Mosaic. After introducing Mosaic, and without loss of generality, we forecast liquidity movements between three vaults: one on the layer 1 (L1) Ethereum mainnet, one on the L2 Polygon (POL) network, and one on the L2 Arbitrum (ARB) network. We demonstrate state of the art results from our statistical and AI methods that can consistently achieve low average errors (e.g., <2% liquidity) and high coverage (e.g., >80%) of the true liquidity levels in their 1-week-ahead forecast confidence intervals. As a baseline, we first develop autoregressive integrated moving average (ARIMA) models for forecasting. The ARIMA models are optimized at each time step and provide conservative confidence intervals that allow us to safely assess the times when vaults will reach critical liquidity values and therefore, prevent depletion. To further enhance our forecasting framework, we also develop a machine learning approach with Gaussian Processes that can further capture time series trends, past replenishment events, where large discontinuities are present. Liquidity data for our forecasting methodologies will be provided in two levels of fidelity. We first introduce our in-house Liquidity Simulation Environment (LSE) - a state machine capable of running hypothetical vault liquidity scenarios under certain assumed cross-layer trades/swaps. Next, we forecast real-world data obtained from a recent PoC three-vault bridge setup run by Composable, and we apply the LSE to that. Finally, we provide our thoughts on forecasting beyond the PoC - our work will be of interest to layer 1, layer 2, cross-layer cross-chain, and AI researchers working on DeFi and blockchain technologies.",Cyprus,18 April 2022,0,27,https://doi.org/10.1145/3523181.3523198
Scaling Blockchains Using Pipelined Execution and Sparse Peers,"Parth Thakkar,Senthilnathan Natarajan","University of Illinois,IBM Research","(Parth Thakkar) FROM (University of Illinois),(Senthilnathan Natarajan) FROM (IBM Research)","Large cloud providers such as AWS and IBM now provide managed blockchain platforms, showcasing an active interest in blockchains. Unfortunately, blockchains provide poor performance and scalability. This is true even for the Execute-Order-Validate (EOV) style of blockchains which improves over the traditional Order-Execute architecture. We experimentally show that EOV platforms scale poorly using both vertical and horizontal scaling approaches. We find that the throughput is bottlenecked by the Validation and Commit phases, which poorly utilize the resources, limiting performance and scalability.",India,01 November 2021,1,141,https://doi.org/10.1145/3472883.3486975
Scaling Blockchains Using Pipelined Execution and Sparse Peers,"Parth Thakkar,Senthilnathan Natarajan","University of Illinois,IBM Research","(Parth Thakkar) FROM (University of Illinois),(Senthilnathan Natarajan) FROM (IBM Research)","Large cloud providers such as AWS and IBM now provide managed blockchain platforms, showcasing an active interest in blockchains. Unfortunately, blockchains provide poor performance and scalability. This is true even for the Execute-Order-Validate (EOV) style of blockchains which improves over the traditional Order-Execute architecture. We experimentally show that EOV platforms scale poorly using both vertical and horizontal scaling approaches. We find that the throughput is bottlenecked by the Validation and Commit phases, which poorly utilize the resources, limiting performance and scalability.",India,01 November 2021,1,141,https://doi.org/10.1145/3472883.3486975
ResilientDB: global scale resilient blockchain fabric,"Suyash Gupta,Sajjad Rahnama,Jelle Hellings,Mohammad Sadoghi","University of California,University of California,University of California,University of California","(Suyash Gupta) FROM (University of California),(Sajjad Rahnama) FROM (University of California),(Jelle Hellings) FROM (University of California),(Mohammad Sadoghi) FROM (University of California)","Recent developments in blockchain technology have inspired innovative new designs in resilient distributed and database systems. At their core, these blockchain applications typically use Byzantine fault-tolerant consensus protocols to maintain a common state across all replicas, even if some replicas are faulty or malicious. Unfortunately, existing consensus protocols are not designed to deal with geo-scale deployments in which many replicas spread across a geographically large area participate in consensus.",Davis,11 March 2020,15,254,https://doi.org/10.14778/3380750.3380757
DIAM-IoT: A Decentralized Identity and Access Management Framework for Internet of Things,"Xinxin Fan,Qi Chai,Lei Xu,Dong Guo","IoTeX, Menlo Park, CA,IoTeX, Menlo Park, CA,University of Texas Rio Grande Valley, Brownsville, TX,IoTeX, Menlo Park, CA","(Xinxin Fan) FROM (IoTeX, Menlo Park, CA),(Qi Chai) FROM (IoTeX, Menlo Park, CA),(Lei Xu) FROM (University of Texas Rio Grande Valley, Brownsville, TX),(Dong Guo) FROM (IoTeX, Menlo Park, CA)","With the exorbitant growth in the number of connected devices, the lack of proper identity and access management (IAM) mechanisms has become a major concern. The traditional IAM systems, which focus solely on managing people's digital identities, fail to accommodate billions of Internet of Things (IoT) devices. The emerging concepts such as decentralized identifiers (DIDs) and verifiable credentials (VCs) provide new perspectives on incorporating IAM capabilities into IoT ecosystems. In this paper, we present a decentralized IAM framework for IoT named DIAM-IoT, which is able to create a unified, interoperable, and tamper-proof device identity registry on top of the blockchain by introducing DIDs and VCs into the lifecycle of IoT devices, thereby breaking IoT application silos and unlocking the potential of IoT on a global scale. A proof-of-concept implementation of the DIAM-IoT framework for decentralized and user-centric data authorization demonstrates its feasibility and effectiveness in practice.",USA,06 October 2020,11,616,https://doi.org/10.1145/3384943.3409436
GasSaver: A Tool for Solidity Smart Contract Optimization,"Quang Thang Nguyen,Bao Son Do,Thi Tam Nguyen,Balam Do","Hanoi University of Science and Technology, Hanoi,University of Transport Technology, Hanoi,University of Science, Vietnam National University, Hanoi,Hanoi University of Science and Technology, Hanoi","(Quang Thang Nguyen) FROM (Hanoi University of Science and Technology, Hanoi),(Bao Son Do) FROM (University of Transport Technology, Hanoi),(Thi Tam Nguyen) FROM (University of Science, Vietnam National University, Hanoi),(Balam Do) FROM (Hanoi University of Science and Technology, Hanoi)","Currently, the number of smart contracts using Solidity language in Ethereum increases at a breakneck speed. In this context, optimizing gas fees in smart contracts becomes necessary to save costs for both developers and users who interact directly with these contracts. To optimize gas, developers typically need to have deep knowledge of blockchain and programming languages, making it a significant challenge for new programmers. In this paper, we introduce GasSaver - an open-source tool that analyzes Solidity-based contracts and suggests modifications to reduce transaction fees. Our tool, which relies on a set of seven rules for identifying non-optimized codes, shows that 6,333 in a total of 10,245 top most interactive contracts on Ethereum contain at least one optimization problem and the total problems are more than 30,000. Hence, the use of this tool can reduce a considerable cost for the deployment and interaction of smart contracts.",Vietnam,30 May 2022,0,91,https://doi.org/10.1145/3494106.3528683
Cross-chain Workflow Model Based on Trusted Relay,Xianzhe Wu,University Of Science And Technology Of China,(Xianzhe Wu) FROM (University Of Science And Technology Of China),"The development of blockchain technology has led to the emergence of a large number of blockchain systems for different domains. These blockchain systems present the problem of data isolation. Chain interoperability technology, that is, cross-chain technology focuses on how to achieve value transfer and data interaction among different blockchains. However, the structural difference among the architectures of existing mainstream cross-chain solutions has brought three challenges to the cross-chain technology: the feasibility of cross-chain transactions, the structuring and standardization of cross-chain processes and the provenance of cross-chain processes.",China,02 October 2021,0,91,https://doi.org/10.1145/3472634.3472648
"Bitcoins, Blockchains and Cybersecurity: Teaching Emerging Technologies in the Classroom (Abstract Only)",Debasis Bhattacharya,"University of Hawaii Maui College, Kahului, HI","(Debasis Bhattacharya) FROM (University of Hawaii Maui College, Kahului, HI)","This lightning talk describes the current effort to distill the essence of the growth of bitcoins, blockchains and their implications to cybersecurity. Crypto currencies are becoming popular with banks, consumers and various industries. There is a need for consumers to understand the basic underlying technology behind these crypto currencies and the underlying security risks and concerns. This talk provides a broad overview of the topic and the benefits/risks involved. This talk also describes how these topics are integrated into a classroom curriculum in a standard business and accounting course found in many universities.",USA,21 February 2018,0,0,https://doi.org/10.1145/3159450.3162213
MUSCLE: authenticated external data retrieval from multiple sources for smart contracts,"Bjorn Van Der Laan,Oğuzhan Ersoy,Zekeriya Erkin","Delft University of Technology, Delft,Delft University of Technology, Delft,Delft University of Technology, Delft","(Bjorn Van Der Laan) FROM (Delft University of Technology, Delft),(Oğuzhan Ersoy) FROM (Delft University of Technology, Delft),(Zekeriya Erkin) FROM (Delft University of Technology, Delft)","Smart contracts are applications that are deployed and executed on a blockchain's decentralised infrastructure. Many smart contract applications rely on data that resides outside the blockchain. However, while traditional web applications can communicate with trustworthy data sources directly through the Internet, this is not possible for smart contracts because their execution must be deterministic. Bringing external data into the blockchain has been a topic of research since the first introduction of Ethereum. A system that can provide this data to smart contracts is called an oracle. The primary requirement in designing oracles is that the authenticity of the data must be publicly verifiable, which can be achieved through signatures. However, transmitting data to the blockchain and performing the verification is costly, especially if applications require data from multiple sources. In that case, current approaches would need to retrieve the data from each source separately. In this paper, we present the concept of MUlti-Source oraCLE (MUSCLE) for retrieving data from multiple sources, which we believe to be the first to focus on the multi-source scenario. We implement five variants of MUSCLE, each using a different signature or aggregate signature scheme and compare their performance with two oracles that are based on TLS-N, which represents the current state of the art. Our results show that the ECDSA-based MUSCLE features the lowest total gas expenditure, while the BGLS-based oracle provides lower transaction and storage costs.",The Netherlands,08 April 2019,2,249,https://doi.org/10.1145/3297280.3297320
Practical Trade-Offs in Integrity Protection for Binaries via Ethereum,"Oliver Stengele,Jan Droll,Hannes Hartenstein","Institute of Telematics, KIT, Karlsruhe,Institute of Telematics, KIT, Karlsruhe,Institute of Telematics, KIT, Karlsruhe","(Oliver Stengele) FROM (Institute of Telematics, KIT, Karlsruhe),(Jan Droll) FROM (Institute of Telematics, KIT, Karlsruhe),(Hannes Hartenstein) FROM (Institute of Telematics, KIT, Karlsruhe)","Ensuring the integrity of executable binaries is of vital importance to systems that run and depend on them. Additionally, supply-chain attacks and security related bugs demonstrate that binaries, once deployed, may need to be revoked and replaced with updated versions.",Germany,21 December 2020,2,45,https://doi.org/10.1145/3429358.3429374
An Ethereum Based Distributed Application for Ensuring the Integrity of Stored E-Voting Data,"Adhitya Bhawiyuga,Achmad Basuki,Nugraha Wiguna Tiera","Universitas Brawijaya,Universitas Brawijaya,Universitas Brawijaya","(Adhitya Bhawiyuga) FROM (Universitas Brawijaya),(Achmad Basuki) FROM (Universitas Brawijaya),(Nugraha Wiguna Tiera) FROM (Universitas Brawijaya)","E-Voting system generally adopts the client-server architecture where the server is the responsible entity of all data in the system. Such a system poses several issues regarding information security such as data integrity of the election result, the confidentiality of voter identity with its vote and the auditability of transactions. This research presents an implementation of blockchain-based Ethereum on the E-Voting system to protect the information security with a distributed storage. The e-Voting system is implemented with three main components: private blockchain network, smart contract, and web service as an interface to manager and voters. The functional evaluation on the data store, display, update, delete, verify voters, authenticate voters, and the integrity of the election process in the private blockchain network are all well-functioning, even without an overvote. The nonfunctional evaluation shows that the system can guarantee the data integrity of the election result, the confidentiality of voter identity with its selection, the auditability of transactions, and the maximum scale of load that system can handle. Based on these results, E-Voting system with a blockchain-based Ethereum give a better alternative than those implemented with a client-server architecture.",Indonesia,03 November 2021,0,51,https://doi.org/10.1145/3479645.3479706
Distributed Ledger Technology and the Internet of Things: A Feasibility Study,"Atis Elsts,Efstathios Mitskas,George Oikonomou","University of Bristol, Bristol,University of Bristol, Bristol,University of Bristol, Bristol","(Atis Elsts) FROM (University of Bristol, Bristol),(Efstathios Mitskas) FROM (University of Bristol, Bristol),(George Oikonomou) FROM (University of Bristol, Bristol)","Distributed Ledger Technologies have promising applications in the Internet of Things. However, scalability and support for micropayments remain problems for blockchain-based applications, therefore other alternatives such as IOTA should be considered. This work reports on an experimental evaluation of IOTA on several different IoT platforms. We show that even though the communication overhead to join the IOTA network can be significantly reduced by adapting a proxy-based architecture, the computational overhead remains high. We conclude that IOTA is not currently suitable for battery-powered IoT devices.",UK,04 November 2018,23,475,https://doi.org/10.1145/3282278.3282280
Design and Implementation of Second-hand goods renting System Based On Ethereum Smart Contract,"Li Tiansong,Liu Yu","College of Information Science and Engineering, Guangxi key Laboratory of Embedded Technology and Intelligent System, Guilin University of Technology, Guilin,College of Information Science and Engineering, Guangxi key Laboratory of Embedded Technology and Intelligent System, Guilin University of Technology, Guilin","(Li Tiansong) FROM (College of Information Science and Engineering, Guangxi key Laboratory of Embedded Technology and Intelligent System, Guilin University of Technology, Guilin),(Liu Yu) FROM (College of Information Science and Engineering, Guangxi key Laboratory of Embedded Technology and Intelligent System, Guilin University of Technology, Guilin)","Ethereum blockchain is a revolutionary decentralized database technology on the Internet, with the characteristics of data tamperability, disintermediation, autonomy, traceability, point-to-point transaction, programmable and so on. Its emergence has an important impact on the development of many traditional industries. This paper analyzes the shortcomings of the traditional second-hand goods rental system and uses the blockchain technology to design the second-hand goods renting system based on ethereum smart contract. It introduces the background of blockchain and Ethereum smart contract, gives the overall framework of system design, and specifically describes the three parts of the system: blockchain module, smart contract module and the front end of DAPP, and the problems of combining blockchain and rental system are analyzed to provide a reference for better applications in the future.",China,08 April 2020,0,171,https://doi.org/10.1145/3378065.3378131
Crypto Wallet Working on Low-cost 4G LTE Mobile Phone (video),Juchun Ko,"National Taipei University of Technology, Taipei City","(Juchun Ko) FROM (National Taipei University of Technology, Taipei City)","In this paper, we describe a simple and light way of using 4G LTE low-cost phone as blockchain cryptocurrencies wallet on-the-go. The main purpose of this project is to make general mobile phone user could easily use Crypto Wallet "" a crypto currency wallet connected to the blockchain without installing an App, to get benefit from decentralized financial services such as e-commerce, Peer to Peer financial services etc. In this research, we have implemented a full-functional e-commerce Web App through WordPress combining with WooCommerce open-source package, with additional Crypto Wallet plugin compose by PHP installed, which allows user to create crypto wallet and make transaction on a very low-cost phone such like Nokia 8810 4GLTE, worth only $80. With the possibility of using low-cost phone to do Blockchain and cryptocurrency related operations, it may lead us to a more distributed commerce, and equally traded world. YouTube link: https://youtu.be/Dqmh-OgbvM8",Taiwan Roc,12 June 2019,0,189,https://doi.org/10.1145/3307334.3328591
A State-aware Proof of Stake Consensus Protocol for Power System Resilience,"Xueping Liang,Sachin S Shetty","Old Dominion University, Norfolk,Old Dominion University, Norfolk","(Xueping Liang) FROM (Old Dominion University, Norfolk),(Sachin S Shetty) FROM (Old Dominion University, Norfolk)","The resilience of the power grid is critical for the energy delivery system and the assurance of the energy distribution process. The integration of blockchain technology with the power grid can provide a consistent view of the system state and constant validation. However, there are still significant challenges in the integration of blockchain in current power system architecture. From the cyber physical perspective, the physical components in the power system are heterogeneous and there are limited communication capabilities among these components. In this work, we propose a two-layer architecture that enables a state-aware blockchain integration with power grid state estimation and still scales in terms of performance dealing with high volume data.",Virginia,15 June 2019,0,101,https://doi.org/10.1145/3307772.3330177
Is the cost of proof-of-work consensus quasilinear?,"Aditya Asgaonkar,Pranav Palande,Ramprasad S Joshi","BITS, Pilani, Goa,BITS, Pilani, Goa,BITS, Pilani, Goa","(Aditya Asgaonkar) FROM (BITS, Pilani, Goa),(Pranav Palande) FROM (BITS, Pilani, Goa),(Ramprasad S Joshi) FROM (BITS, Pilani, Goa)","The increasing popularity of Bitcoin, Ethereum and other cryptocurrencies has led to a rising interest in its underlying blockchain technology. Blockchains serve as distributed ledgers, and are fundamentally different from traditional distributed databases. In view of this large scale adoption of blockchain technology, it is of interest to analyze the performance of the underlying mechanisms in peer-to-peer blockchain networks.",India,11 January 2018,2,255,https://doi.org/10.1145/3152494.3167978
Service Discovery for Hyperledger Fabric,"Yacov Manevich,Artem Barger,Yoav Tock","IBM Haifa Research Lab, Haifa,IBM Haifa Research Lab, Haifa,IBM Haifa Research Lab, Haifa","(Yacov Manevich) FROM (IBM Haifa Research Lab, Haifa),(Artem Barger) FROM (IBM Haifa Research Lab, Haifa),(Yoav Tock) FROM (IBM Haifa Research Lab, Haifa)","Hyperledger Fabric (HLF) is a modular and extensible permissioned blockchain platform released to open-source and hosted by the Linux Foundation. The platform's design exhibits principles required by enterprise grade business applications like supply-chains, financial transactions, asset management, food safety, and many more. For that end HLF introduces several innovations, two of which are smart contracts in general purpose languages (chaincode in HLF), and flexible endorsement policies, which govern whether a transaction is considered valid.",Israel,25 June 2018,4,456,https://doi.org/10.1145/3210284.3219766
Codit: Collaborative Auditing for BaaS,"Yongrae Jo,Chanik Park","POSTECH, Pohang,POSTECH, Pohang","(Yongrae Jo) FROM (POSTECH, Pohang),(Chanik Park) FROM (POSTECH, Pohang)","As Blockchain-as-a-Service (BaaS) has witnessed a growing interest in enterprises, many BaaS providers have emerged. However, current BaaS providers can pose a potential security threat in the context of a centralized service provider and clients that depend on the provider.",South Korea,09 December 2019,2,115,https://doi.org/10.1145/3366611.3368145
ÐArcher: detecting on-chain-off-chain synchronization bugs in decentralized applications,"Wuqi Zhang,Lili Wei,Shuqing Li,Yepang Liu,S. C. Cheung","Hong Kong University of Science and Technology,Hong Kong University of Science and Technology,Southern University of Science and Technology,Southern University of Science and Technology,Hong Kong University of Science and Technology","(Wuqi Zhang) FROM (Hong Kong University of Science and Technology),(Lili Wei) FROM (Hong Kong University of Science and Technology),(Shuqing Li) FROM (Southern University of Science and Technology),(Yepang Liu) FROM (Southern University of Science and Technology),(S. C. Cheung) FROM (Hong Kong University of Science and Technology)","Since the emergence of Ethereum, blockchain-based decentralized applications (DApps) have become increasingly popular and important. To balance the security, performance, and costs, a DApp typically consists of two layers: an on-chain layer to execute transactions and store crucial data on the blockchain and an off-chain layer to interact with users. A DApp needs to synchronize its off-chain layer with the on-chain layer proactively. Otherwise, the inconsistent data in the off-chain layer could mislead users and cause undesirable consequences, e.g., loss of transaction fees. However, transactions sent to the blockchain are not guaranteed to be executed and could even be reversed after execution due to chain reorganization. Such non-determinism in the transaction execution is unique to blockchain. DApp developers may fail to perform the on-chain-off-chain synchronization accurately due to their lack of familiarity with the complex transaction lifecycle. In this work, we investigate the challenges of synchronizing on-chain and off-chain data in Ethereum-based DApps. We present two types of bugs that could result in inconsistencies between the on-chain and off-chain layers. To help detect such on-chain-off-chain synchronization bugs, we introduce a state transition model to guide the testing of DApps and propose two effective oracles to facilitate the automatic identification of bugs. We build the first testing framework, ÐArcher, to detect on-chain-off-chain synchronization bugs in DApps. We have evaluated ÐArcher on 11 popular real-world DApps. ÐArcher achieves high precision (99.3%), recall (87.6%), and accuracy (89.4%) in bug detection and significantly outperforms the baseline methods. It has found 15 real bugs in the 11 DApps. So far, six of the 15 bugs have been confirmed by the developers, and three have been fixed. These promising results demonstrate the usefulness of ÐArcher.",China,18 August 2021,1,234,https://doi.org/10.1145/3468264.3468546
A Framework to Generate Smart Contracts On the Fly,"Fabíola Gonçalves Pereira Greve,Jauberth Weyll Abijaude,Levy Santiago","Federal University of Bahia,State University of Santa Cruz,Federal University of Bahia","(Fabíola Gonçalves Pereira Greve) FROM (Federal University of Bahia),(Jauberth Weyll Abijaude) FROM (State University of Santa Cruz),(Levy Santiago) FROM (Federal University of Bahia)","Blockchain is a disruptive technology that offers a secure decentralized network, and allows for direct transactions between distributed entities, without the need for a trusted third party. Smart contracts are executable codes hosted on the blockchain and enable the implementation of several decentralized applications, in different domains. However, due to the complexity of contract construction, it is necessary to seek ways to facilitate and make this innovative development process robust. This paper presents Gifflar, a framework for generating smart contract code on the fly, in such a way that it allows a system to write, compile and implement blockchain contracts with a decentralized application still running. Gifflar is structured in components that implement design patterns to better define the responsibility of each one of the parts and exports a simple interaction module for contract modeling in JSON and automatic code writing using the TypeScript language. As far as we know, this framework is one of the first to generate contracts dynamically at run time. Thus, the work contributes to the state of the art by addressing a new paradigm, where systems can act as smart contract developers.",Brazil,05 October 2021,0,84,https://doi.org/10.1145/3474624.3477068
Security Vulnerabilities in Ethereum Smart Contracts,"Alexander Mense,Markus Flatscher","Department for Computer Science, University of Applied Sciences, Technikum Wien, Vienna,Department for Computer Science, University of Applied Sciences, Technikum Wien, Vienna","(Alexander Mense) FROM (Department for Computer Science, University of Applied Sciences, Technikum Wien, Vienna),(Markus Flatscher) FROM (Department for Computer Science, University of Applied Sciences, Technikum Wien, Vienna)","Smart contracts (SC) are one of the most appealing features of blockchain technologies facilitating, executing, and enforcing predefined terms of coded contracts without intermediaries. The steady adoption of smart contracts on the Ethereum blockchain has led to tens of thousands of contracts holding millions of dollars in digital currencies and small mistakes during the development of SC on immutable blockchains have already caused substantial losses and involve the danger for future incidents. Hence, today the secure development of smart contracts is an important topic and several attacks and incidents related to vulnerable smart contracts could have been avoided. To foster a secure development process of SC this paper summarizes known vulnerabilities in smart contracts found by literature research and analysis. It compares currently available code analysis tools for their capabilities to identify and detect vulnerabilities in smart contracts based on a taxonomy for vulnerabilities. Finally, based on the TheDOA attack the paper shows an example for the adoption of best practices to avoid severe vulnerabilities in smart contracts.",Austria,19 November 2018,33,"1,446",https://doi.org/10.1145/3282373.3282419
Auction based Rewards Distribution Method in Pool Mining,"Yukio Ohsawa,Keyang Liu","The University of Tokyo, Tokyo,The University of Tokyo, Tokyo","(Yukio Ohsawa) FROM (The University of Tokyo, Tokyo),(Keyang Liu) FROM (The University of Tokyo, Tokyo)","Proof of Work(PoW) plays an essential role in Blockchain field. In PoW, some limited resources, like computation power, are consumed for making consensus. As a result, the total amount of these resources determines the security of the Blockchain. Blockchain systems that adopt PoW usually distribute rewards among participants according to blocks they found. In the real world, miners can join some pools to share the variance of these kind of rewards they can get timely. In this work, we will compare different reward distribution mechanisms in a long-term condition. The result shows that all existed mechanisms cannot guarantee miners continuously mining in a pool. For solving this problem, we propose an auctionbased method to improve the motivation of miners and the stability of the pool.",Japan,07 July 2019,1,91,https://doi.org/10.1145/3343147.3343162
