,Document Title,Authors,Universities,Author Affiliations,Publication Year,citation,DOI,Publisher
124,A Study on Blockchain Architecture Design Decisions and Their Security Attacks and Threats,"Sabreen Ahmadjee,Carlos Mera-Gómez,Rami Bahsoon,Rick Kazman","['University of Birmingham', 'Umm AlQura University', 'ESPOL Polytechnic University', 'University of Hawaii']",USA,2022,0,https://doi.org/10.1145/3502740,ACM
125,A Study on Blockchain Architecture Design Decisions and Their Security Attacks and Threats,"Sabreen Ahmadjee,Carlos Mera-Gómez,Rami Bahsoon,Rick Kazman","['University of Birmingham', 'Umm AlQura University', 'ESPOL Polytechnic University', 'University of Hawaii']",USA,2022,0,https://doi.org/10.1145/3502740,ACM
126,A Study on Blockchain Architecture Design Decisions and Their Security Attacks and Threats,"Sabreen Ahmadjee,Carlos Mera-Gómez,Rami Bahsoon,Rick Kazman","['University of Birmingham', 'Umm AlQura University', 'ESPOL Polytechnic University', 'University of Hawaii']",USA,2022,0,https://doi.org/10.1145/3502740,ACM
127,A Study on Blockchain Architecture Design Decisions and Their Security Attacks and Threats,"Sabreen Ahmadjee,Carlos Mera-Gómez,Rami Bahsoon,Rick Kazman","['University of Birmingham', 'Umm AlQura University', 'ESPOL Polytechnic University', 'University of Hawaii']",USA,2022,0,https://doi.org/10.1145/3502740,ACM
128,Blockchain Applications in Smart Grid,"Ziqiang Xu,Ahmad Salehi Shahraki,Carsten Rudolph","['Monash University', 'Australia and RMIT University']",Australia,2022,0,https://doi.org/10.1145/3511616.3513097,ACM
129,Benchmarks and Models for Blockchain: Consensus Algorithms,Aad P A van Moorsel,['Newcastle University'],United Kingdom,2019,3,https://doi.org/10.1145/3308897.3308949,ACM
130,On Secure E-Voting over Blockchain,"Patrick McCorry,Maryam Mehrnezhad,Ehsan Toreini,Siamak F. Shahandashti,Feng Hao","['Newcastle University', 'University of Durham', 'University of York', 'University of Warwick']",United Kingdoms,2021,0,https://doi.org/10.1145/3461461,ACM
131,The Realities of Blockchain-Based New Public Governance: An Explorative Analysis of Blockchain Implementations in Europe,Maik Brinkmann,['University of Potsdam'],Germany,2021,1,https://doi.org/10.1145/3462332,ACM
132,Proof of Stake Blockchain: Performance and Scalability for Groupware Communications,"Jason Spasovski,Peter Eklund",['IT University of Copenhagen'],Denmark,2017,8,https://doi.org/10.1145/3167020.3167058,ACM
133,BlockChain Develops Student Positioning System on Campus,"Yuehshiu Lee,Changyi Yang,Tsai Yu Lai,Tzu Hsuan Lin","['National Penghu University of Science and Technology', 'Asia University', 'National ChinYi University of Technology']",Taiwan,2021,0,https://doi.org/10.1145/3440943.3444340,ACM
134,Blockchain as a privacy enabler: an odometer fraud prevention system,"Mathieu Chanson,Andreas Bogner,Felix Wortmann,Elgar Fleisch","['University of St Gallen', 'Switzerland and University of St Gallen']",Switzerland,2017,14,https://doi.org/10.1145/3123024.3123078,ACM
135,The Blockchain Muddle: A Bird's-Eye View on Blockchain Surveys,"Elisabeth Kapsammer,Birgit Pröll,Werner Retschitzegger,Wieland Schwinger,Markus Weißenbek,Johannes Schönböck","['Johannes Kepler University', 'Upper Austrian University of Applied Sciences']",Austria,2018,1,https://doi.org/10.1145/3282373.3282396,ACM
136,The Blockchain Muddle: A Bird's-Eye View on Blockchain Surveys,"Elisabeth Kapsammer,Birgit Pröll,Werner Retschitzegger,Wieland Schwinger,Markus Weißenbek,Johannes Schönböck","['Johannes Kepler University', 'Upper Austrian University of Applied Sciences']",Austria,2018,1,https://doi.org/10.1145/3282373.3282396,ACM
137,Blockchain Technologies and Games: A Proper Match?,"Alexander Pfeiffer,Simone Kriglstein,Thomas Wernbacher","['AIT Austrian Institute of Technology GmbH  University of Vienna Faculty of Computer Science', 'DanubeUniversity Krems']",Austria,2020,1,https://doi.org/10.1145/3402942.3402996,ACM
138,Blockchain Technologies and Games: A Proper Match?,"Alexander Pfeiffer,Simone Kriglstein,Thomas Wernbacher","['AIT Austrian Institute of Technology GmbH  University of Vienna Faculty of Computer Science', 'DanubeUniversity Krems']",Austria,2020,1,https://doi.org/10.1145/3402942.3402996,ACM
139,vChain: A Blockchain System Ensuring Query Integrity,"Haixin Wang,Cheng Xu,Ce Zhang,Jianliang Xu",['Hong Kong Baptist University'],Hong Kong,2020,6,https://doi.org/10.1145/3318464.3384682,ACM
140,A blockchain model for preserving intellectual property,"Zain A Halloush,Qussai M Yaseen",['Jordan University of Science and Technology'],Jordan,2019,3,https://doi.org/10.1145/3368691.3368744,ACM
141,A survey on e-voting based on blockchain,"Fatih Rabia,Arezki Sara,Taoufiq Gadi",[],Morocco,2021,0,https://doi.org/10.1145/3454127.3457626,ACM
142,A blockchain-based marketplace platform for circular economy,"Mirko Koscina,Marius Lombard-Platet,Claudia Negri-Ribalta",['Research University'],France,2021,0,https://doi.org/10.1145/3412841.3442136,ACM
143,A decentralized dynamic PKI based on blockchain,"Mohsen Toorani,Christian Gehrmann",['Lund University'],Sweden,2021,3,https://doi.org/10.1145/3412841.3442038,ACM
144,Learning Analytics' Privacy on the Blockchain,"Marc Alier Forment,Daniel Amo Filvà,F. J. García-Peñalvo,David Fonseca Escudero,María José Casañ",[],Spain,2018,8,https://doi.org/10.1145/3284179.3284231,ACM
145,Learning Analytics' Privacy on the Blockchain,"Marc Alier Forment,Daniel Amo Filvà,F. J. García-Peñalvo,David Fonseca Escudero,María José Casañ",[],Spain,2018,8,https://doi.org/10.1145/3284179.3284231,ACM
146,Identity Discovery in Bitcoin Blockchain: Leveraging Transactions Metadata via Supervised Learning,,['University of Nicosia'],Cyprus,2020,0,https://doi.org/10.1145/3387168.3387212,ACM
147,Understanding (Mis)Behavior on the EOSIO Blockchain,"Xuxian Jiang,Gang Huang,Xuanzhe Liu,Run Zhang,Xiapu Luo,Gareth Tyson,Lei Wu,Haoyu Wang,Yuheng Huang","['Peking University', 'Beijing University of Posts and Telecommunications', 'The Hong Kong Polytechnic University', 'Queen Mary University of London', 'Zhejiang University']",China,2020,1,https://doi.org/10.1145/3410048.3410096,ACM
148,Understanding (Mis)Behavior on the EOSIO Blockchain,"Xuxian Jiang,Gang Huang,Xuanzhe Liu,Run Zhang,Xiapu Luo,Gareth Tyson,Lei Wu,Haoyu Wang,Yuheng Huang","['Peking University', 'Beijing University of Posts and Telecommunications', 'The Hong Kong Polytechnic University', 'Queen Mary University of London', 'Zhejiang University']",China,2020,1,https://doi.org/10.1145/3410048.3410096,ACM
149,Understanding (Mis)Behavior on the EOSIO Blockchain,"Yuheng Huang,Haoyu Wang,Lei Wu,Gareth Tyson,Xiapu Luo,Run Zhang,Xuanzhe Liu,Gang Huang,Xuxian Jiang","['Beijing University of Posts and Telecommunications', 'Zhejiang University', 'Queen Mary University of London', 'The Hong Kong Polytechnic University', 'Peking University']",China,2020,13,https://doi.org/10.1145/3392155,ACM
150,Understanding (Mis)Behavior on the EOSIO Blockchain,"Yuheng Huang,Haoyu Wang,Lei Wu,Gareth Tyson,Xiapu Luo,Run Zhang,Xuanzhe Liu,Gang Huang,Xuxian Jiang","['Beijing University of Posts and Telecommunications', 'Zhejiang University', 'Queen Mary University of London', 'The Hong Kong Polytechnic University', 'Peking University']",China,2020,13,https://doi.org/10.1145/3392155,ACM
151,Overcoming Limits of Blockchain for IoT Applications,"Francesco Buccafurri,Gianluca Lax,Serena Nicolazzo,Antonino Nocera",['University of Reggio Calabria'],Italy,2017,22,https://doi.org/10.1145/3098954.3098983,ACM
152,"Georgia's Blockchain-powered Property Registration: Never blocked, Always Secured: Ownership Data Kept Best!","Nata Goderdzishvili,Eka Gordadze,Nikoloz Gagnidze",[],Georgia,2018,7,https://doi.org/10.1145/3209415.3209437,ACM
153,Embedded Authentication and Blockchain in Micro-course,"Wu Chuan Yang,Lienyuan Ting",['IShou university'],Taiwan,2020,0,https://doi.org/10.1145/3371676.3371696,ACM
154,Blockchain Technology and Its Application Prospect in Higher Education,"Shuguang Liu,Lin Ba","['Huangshan University', 'The Hong Kong Polytechnic University']",China,2022,0,https://doi.org/10.1145/3498765.3498802,ACM
155,Blockchain-based chain of custody: towards real-time tamper-proof evidence management,,['Zayed University'],Tunis Tunisia,2020,9,https://doi.org/10.1145/3407023.3409199,ACM
156,Blockchain-based chain of custody: towards real-time tamper-proof evidence management,,['Zayed University'],Tunis Tunisia,2020,9,https://doi.org/10.1145/3407023.3409199,ACM
157,Light-Weight Programming Language for Blockchain (demo),"Junhui Kim,Junhui Kim,Joongheon Kim",['ChungAng University'],South Korea,2019,2,https://doi.org/10.1145/3307334.3328567,ACM
158,Temporal Analysis of the Entire Ethereum Blockchain Network,"Lin Zhao,Sourav Sen Gupta,Arijit Khan,Robby Luo",['Nanyang Technological University'],China,2021,5,https://doi.org/10.1145/3442381.3449916,ACM
159,Temporal Analysis of the Entire Ethereum Blockchain Network,"Lin Zhao,Sourav Sen Gupta,Arijit Khan,Robby Luo",['Nanyang Technological University'],China,2021,5,https://doi.org/10.1145/3442381.3449916,ACM
160,Light-Weight Programming Language for Blockchain (demo),"Junhui Kim,Junhui Kim,Joongheon Kim",['ChungAng University'],South Korea,2019,2,https://doi.org/10.1145/3307334.3328567,ACM
161,ZeroCalo: A Lightweight Blockchain Based on DHT Network,"Chingwei Huang,Yaw Chung Chen",[],National Chiao Tung University,2020,0,https://doi.org/10.1145/3376044.3376064,ACM
162,Integrating Blockchain Technology in Healthcare via Active Learning,"Bertony Bornelus,Hongmei Chi,Guillermo A Francia","['Florida AM University', 'University of West Florida']",USA,2020,3,https://doi.org/10.1145/3374135.3385275,ACM
163,A Conceptual Model for Blockchain-based Auditing Information System,"Ke Wang,Yu Zhang,Elizabeth J Chang",[],Australia,2020,2,https://doi.org/10.1145/3409934.3409949,ACM
164,EtherH: A Hybrid Index to Support Blockchain Data Query,"Pengting Du,Yingjian Liu,Yue Li,Haoyu Yin,Limin Zhang",['Ocean University of China'],China,2021,0,https://doi.org/10.1145/3472634.3472653,ACM
165,Blockchain Technology Integrated Electronic Vote Casting System,"Syed Athar Amir,Nafiul Islam,Sharlene Rozario,Zarin Subah",['North South University'],Bangladesh,2022,0,https://doi.org/10.1145/3542954.3542974,ACM
166,The African FinTech Trends and Blockchain Innovation,Ahmed S Elsheikh,[],Egypt,2022,0,https://doi.org/10.1145/3531056.3542759,ACM
167,Research and Design of Blockchain System for Logistic Tracing,"Ziyin Cai,Meng Yang,Hongyan Cui,Xiaoqiu Li,Meng Xu",['Beijing University of Post and Telecommunication'],China,2021,0,https://doi.org/10.1145/3459955.3460596,ACM
168,A Survey of Blockchain-Based Strategies for Healthcare,"Erikson Júlio de Aguiar,Bruno S Faiçal,Bhaskar Krishnamachari,Jó Ueyama","['University of São Paulo', 'University of Southern California']",Brazil,2020,73,https://doi.org/10.1145/3376915,ACM
169,A Survey of Blockchain-Based Strategies for Healthcare,"Erikson Júlio de Aguiar,Bruno S Faiçal,Bhaskar Krishnamachari,Jó Ueyama","['University of São Paulo', 'University of Southern California']",Brazil,2020,73,https://doi.org/10.1145/3376915,ACM
170,Towards automated migration for blockchain-based decentralized application,Xiufeng Xu,['Peking University'],China,2020,1,https://doi.org/10.1145/3377812.3382178,ACM
171,Towards an Optimized BlockChain for IoT,"Ali Dorri,Salil S Kanhere,Raja Jurdak",['The University of New South Wales'],Australia,2017,233,https://doi.org/10.1145/3054977.3055003,ACM
172,Solar Energy Distribution Using Blockchain and IoT Integration,"Rishabh Jain,Aniket Dogra",['Amity University'],India,2019,4,https://doi.org/10.1145/3343147.3343163,ACM
173,Evaluating Blockchain Protocols with Abusive Modeling,"Vishal Sharma,Paweł Szałachowski,Jianying ZHOU","['Queens University Belfast', 'Singapore University of Technology and Design']",Singapore,2022,0,https://doi.org/10.1145/3488932.3497757,ACM
174,Evaluating Blockchain Protocols with Abusive Modeling,"Vishal Sharma,Paweł Szałachowski,Jianying ZHOU","['Queens University Belfast', 'Singapore University of Technology and Design']",Singapore,2022,0,https://doi.org/10.1145/3488932.3497757,ACM
175,Blockchain-Based Privacy-Preserving Authentication and Message Dissemination Scheme for VANET,"Bachira Guehguih,Hongwei Lu",['Huazhong University of Science and Technology'],China,2020,0,https://doi.org/10.1145/3377458.3377466,ACM
176,Blockchain-based RBAC for user authentication with anonymity,"Yongjoo Lee,Keonmyung Lee",['ChungBuk National University'],Korea,2019,8,https://doi.org/10.1145/3338840.3355673,ACM
177,GDPR-Compliant Use of Blockchain for Secure Usage Logs,"Valentin Zieglmeier,Gabriel Loyola Daiqui",['Technical University of Munich'],Germany,2021,0,https://doi.org/10.1145/3463274.3463349,ACM
178,Performance Analysis of Blockchain-Based Systems for Industry Applications,"Mansoor Khan,Oğuz Bayat,Uğur Coruh","['Altinbas University', 'Erdogan University']",Rize Turkey,2020,1,https://doi.org/10.1145/3410352.3410836,ACM
179,Performance Analysis of Blockchain-Based Systems for Industry Applications,"Mansoor Khan,Oğuz Bayat,Uğur Coruh","['Altinbas University', 'Erdogan University']",Rize Turkey,2020,1,https://doi.org/10.1145/3410352.3410836,ACM
180,Performance Analysis of Blockchain-Based Systems for Industry Applications,"Mansoor Khan,Oğuz Bayat,Uğur Coruh","['Altinbas University', 'Erdogan University']",Rize Turkey,2020,1,https://doi.org/10.1145/3410352.3410836,ACM
181,Enabling IC Traceability via Blockchain Pegged to Embedded PUF,"Md Nazmul Islam,Sandip Kundu",['University of Massachusetts Amherst'],USA,2019,33,https://doi.org/10.1145/3315669,ACM
182,UTAUT 2 Model for Predicting Auditor's Blockchain Technology Adoption,"Bambang Leo Handoko,Jesica Ester Lantu",['Bina Nusantara University'],INDONESIA,2021,0,https://doi.org/10.1145/3481127.3481168,ACM
183,Challenges of blockchain technology adoption for e-government: a systematic literature review,"F. Rizal Batubara,Jolien Ubacht,Marijn F W H A Janssen","['Delft University of Technology', 'The Netherlands and University of Sumatera Utara']",The Netherlands,2018,90,https://doi.org/10.1145/3209281.3209317,ACM
184,Challenges of blockchain technology adoption for e-government: a systematic literature review,"F. Rizal Batubara,Jolien Ubacht,Marijn F W H A Janssen","['Delft University of Technology', 'The Netherlands and University of Sumatera Utara']",The Netherlands,2018,90,https://doi.org/10.1145/3209281.3209317,ACM
185,Using software product lines to create blockchain products: application to supply chain traceability,"Nicolas Six,Nicolas Herbaut,Roberto Erick López-Herrejón,Camille Salinesi",[],France,2022,0,https://doi.org/10.1145/3546932.3547001,ACM
186,Using software product lines to create blockchain products: application to supply chain traceability,"Nicolas Six,Nicolas Herbaut,Roberto Erick López-Herrejón,Camille Salinesi",[],France,2022,0,https://doi.org/10.1145/3546932.3547001,ACM
187,Smart contracts based on blockchain for logistics management,"Néstor Álvarez-Díaz,Jordí Herrera-Joancomartí,Pino Caballero-Gil",['University of La Laguna'],Spain,2017,9,https://doi.org/10.1145/3109761.3158384,ACM
188,Data Preservation System using BoCA: Blockchain-of-Custody Application,"Thomas Martin,Mohammad Hammoudeh",['Manchester Metropolitan University'],UK,2022,0,https://doi.org/10.1145/3508072.3508084,ACM
189,Implementation of Blockchain for Secured Criminal Records,"Md Nashif Iftekhar,Md Sajid Faisal,Dip Nandi","['American International UniversityBangladesh', 'American International UniversityBangladesh AIUB']",Bangladesh,2022,0,https://doi.org/10.1145/3542954.3542987,ACM
190,Logging Multi-Component Supply Chain Production in Blockchain,"Yash Madhwal,Ivan Chistiakov,Yury A Yanovich",[],Russia,2021,1,https://doi.org/10.1145/3450588.3450604,ACM
191,Towards blockchain-based urban planning: Application for Waste Collection Management,"Mohamed Ridda Laouar,Zaineb Touati Hamad,Sean B Eom","['University Larbi Tebessi', 'Southeast Missouri State University']",USA,2019,5,https://doi.org/10.1145/3361570.3361619,ACM
192,Towards blockchain-based urban planning: Application for Waste Collection Management,"Mohamed Ridda Laouar,Zaineb Touati Hamad,Sean B Eom","['University Larbi Tebessi', 'Southeast Missouri State University']",USA,2019,5,https://doi.org/10.1145/3361570.3361619,ACM
193,Ship identity authentication security model based on Blockchain,"Qing Hu,Wenshuo Han,Hao Zhang",['Dalian Maritime University'],China,2021,0,https://doi.org/10.1145/3478905.3478933,ACM
194,Emerging Legal Issues in Blockchain for Construction Supply Chains,Alan Ma,['Birmingham City University'],UK,2021,0,https://doi.org/10.1145/3448823.3448880,ACM
