,Unnamed: 0,Document Title,Authors,Author Affiliations,Universities,Publication Year,Abstract,ISSN,ISBNs,DOI,Article Citation Count,Patent Citation Count,Publisher
432,432,Blockchain-based Privacy Preservation Scheme for Misbehavior Detection in Lightweight IoMT Devices,S. Rahmadika; P. V. Astillo; G. Choudhary; D. G. Duguma; V. Sharma; I. You,UK,"['State University of Padang UNP', 'University of San Carlos', 'Technical University of Denmark DTU', 'Soonchunhyang University', 'Queenx0027s University Belfast QUB', 'Kookmin University']",2022.0,"The Internet of Medical Things (IoMT) has risen to prominence as a possible backbone in the health sector, with the ability to improve quality of life by broadening user experience while enabling crucial solutions such as near real-time remote di- agnostics. However, privacy and security problems remain largely unresolved in the safety area. Various rule-based methods have been considered to recognize aberrant behaviors in IoMT and have demonstrated high accuracy of misbehavior detection appropriate for lightweight IoT devices. However, most of these solutions have privacy concerns, especially when giving context during misbe- havior analysis. Moreover, falsified or modified context generates a high percentage of false positives and, in some cases, causes a by-pass in misbehavior detection. Relying on the recent pow- erful consolidation of Blockchain and federated learning (FL), we propose an efficient privacy-preserving framework for secure mis- behavior detection in lightweight IoMT devices, particularly in the artificial pancreas system (APS). The proposed approach employs privacy-preserving bidirectional long-short term memory (BiLSTM) and augments the security through the integration of Blockchain technology based on Ethereum smart contract environment. Fur- thermore, the effectiveness of the proposed model is bench- marked empirically in terms of sustainable privacy preservation, commensurate incentive scheme with an untraceability feature, ex- haustiveness, and the compact results of a variant neural network approach. As a result, the proposed model has a 99.93% recall rate, showing that it can detect virtually all possible malicious events in the targeted use case. Furthermore, given an initial ether value of 100, the solution's average gas consumption and Ether spent are 84,456.5 and 0.03157625, respectively.",2168-2208,,10.1109/JBHI.2022.3187037,,,IEEE
433,433,An Efficient and Robust Committee Structure for Sharding Blockchain,M. Zhang; J. Li; Z. Chen; H. Chen; X. Deng,China,"['Shanghai Jiao Tong University', 'Peking University']",2022.0,"Nowadays, sharding is deemed a promising way to save traditional blockchain protocols from their low scalability. However, such a technique also brings several potential risks and a huge communication burden. An improper design may give rise to an inconsistent state among different committees. Further, the communication burden arising from cross-shard transactions, unfortunately, reduces the system's performance. In this paper, we first summarize five essential issues that all sharding blockchain designers face. For each issue, we discuss its key challenge and propose our suggested solutions. In order to break the performance bottlenecks, we design a committee structure and propose a reputation mechanism for selecting leaders. The term reputation in our design reflects each node's honest computation resources. In addition, we present a recovery procedure in case the leader is malicious. Theoretically, we prove that the system is robust under our design. Further simulation results also support this. In addition, the results show that selecting leaders by reputation can dramatically improve the system's performance.",2168-7161,,10.1109/TCC.2022.3217856,,,IEEE
434,434,Strengthening Supply Chain Visibility With Blockchain: A PRISMA-Based Review,S. Sahoo; A. Kumar; R. Mishra; P. Tripathi,India,[],2022.0,"Over the last 5 years, research into the use of blockchain technology in supply chains (SCs) has increased significantly. This is because many firms are faced with the necessity of enhancing SC visibility not just to fulfill statutory obligations, but also to streamline operations, assure the quality of deliverables, and ensure the sustainability of activities. This review article provides a summary of all scientific work published since 2016, with a special emphasis on the business management & accounting and decision science domains, in order to better comprehend the constantly rising knowledge clusters linked with this topic. The prominent contributors and knowledge clusters were identified using suitable bibliometric algorithms on a review corpus of 308 articles extracted from the SCOPUS database. There are five identified knowledge clusters: 1) blockchain for food SC transparency, 2) distributed ledger for sustainable SCs, 3) traceability systems using smart contracts, 4) internet of things for logistics, and 5) the emergence of Ethereum and hyperledger in SCs. This scholarly assessment, in conjunction with PageRank analysis and content mining, assisted in identifying research articles that are prominent in each cluster, which in turn helped in formulating future research avenues for aspiring researchers.",1558-0040,,10.1109/TEM.2022.3206109,,,IEEE
435,435,Trustworthy Announcement Dissemination Scheme With Blockchain-Assisted Vehicular Cloud,X. Li; X. Yin; J. Ning,China,['Yangzhou University'],2022.0,"Vehicular ad hoc network (VANET) is an emerging technology that can significantly improve the efficiency of transportation systems and mitigate traffic accidents by exchanging traffic-related messages or announcements. Nevertheless, there has not been a consensus on how to generate, distribute, and validate trustworthy announcements in such an untrusted wireless environment. Security and privacy, inspiration mechanism, and resource integration are significant challenges for announcement generation and dissemination. In this paper, a secure and trustworthy announcement dissemination scheme is realized for location-based service (LBS) application in VANET. A blockchain-assisted vehicular cloud (VC) architecture is proposed to harvest underutilized heterogeneous resources of vehicles participating in VANET. Moreover, the technologies of blockchain and smart contract are adopted to classify vehicles into different levels automatically by bidding for bonuses. What’s more, vehicles can generate trustworthy announcements with the help of neighbor vehicles by adopting the technology of threshold signature. Meanwhile, the reputation of announcements is evaluated for trust management. Formal security analysis shows that the proposed scheme satisfies fundamental security and privacy requirements in VANET. Experimental results show that the proposed scheme is robust and efficient.",1558-0016,,10.1109/TITS.2022.3220580,,,IEEE
436,436,A2UA: An Auditable Anonymous User Authentication Protocol Based on Blockchain for Cloud Services,Q. Lyu; H. Li; Z. Deng; J. Wang; Y. Ren; N. Zheng; J. Liu; H. Liu; K. -K. R. Choo,USA,['Hangzhou Dianzi University'],2022.0,"Regulating illegal activities in cyberspace to balance user privacy and cyberspace governance has been a non-trivial challenge when designing anonymous authentication solutions. For example, while several existing anonymous authentication protocols support accountability, they either risk leaking users' private keys or incur significant overhead for accountability in each ongoing authentication, including in cloud service-based authentication schemes. Seeking to address these limitations, this paper proposes an auditable anonymous user authentication (A2UA) protocol based on blockchain for cloud services. The A2UA protocol mainly employs bilinear pairing, partial authentication factors, dynamic credits and fake-public keys (FPKs) to achieve anonymous mutual authentication between users and cloud service providers, and applies ring signature and blockchain to accomplish two-level accountability while maintaining user privacy. Our analysis results show that the A2UA protocol outperforms several other existing schemes in terms of security, computation and communication costs as well as security and privacy features. Additionally, it has good feasibility in terms of the Ethereum Gas cost as demonstrated in our evaluation.",2168-7161,,10.1109/TCC.2022.3216580,,,IEEE
437,437,A2UA: An Auditable Anonymous User Authentication Protocol Based on Blockchain for Cloud Services,Q. Lyu; H. Li; Z. Deng; J. Wang; Y. Ren; N. Zheng; J. Liu; H. Liu; K. -K. R. Choo,China,['Hangzhou Dianzi University'],2022.0,"Regulating illegal activities in cyberspace to balance user privacy and cyberspace governance has been a non-trivial challenge when designing anonymous authentication solutions. For example, while several existing anonymous authentication protocols support accountability, they either risk leaking users' private keys or incur significant overhead for accountability in each ongoing authentication, including in cloud service-based authentication schemes. Seeking to address these limitations, this paper proposes an auditable anonymous user authentication (A2UA) protocol based on blockchain for cloud services. The A2UA protocol mainly employs bilinear pairing, partial authentication factors, dynamic credits and fake-public keys (FPKs) to achieve anonymous mutual authentication between users and cloud service providers, and applies ring signature and blockchain to accomplish two-level accountability while maintaining user privacy. Our analysis results show that the A2UA protocol outperforms several other existing schemes in terms of security, computation and communication costs as well as security and privacy features. Additionally, it has good feasibility in terms of the Ethereum Gas cost as demonstrated in our evaluation.",2168-7161,,10.1109/TCC.2022.3216580,,,IEEE
438,438,A2UA: An Auditable Anonymous User Authentication Protocol Based on Blockchain for Cloud Services,Q. Lyu; H. Li; Z. Deng; J. Wang; Y. Ren; N. Zheng; J. Liu; H. Liu; K. -K. R. Choo,Co,['Hangzhou Dianzi University'],2022.0,"Regulating illegal activities in cyberspace to balance user privacy and cyberspace governance has been a non-trivial challenge when designing anonymous authentication solutions. For example, while several existing anonymous authentication protocols support accountability, they either risk leaking users' private keys or incur significant overhead for accountability in each ongoing authentication, including in cloud service-based authentication schemes. Seeking to address these limitations, this paper proposes an auditable anonymous user authentication (A2UA) protocol based on blockchain for cloud services. The A2UA protocol mainly employs bilinear pairing, partial authentication factors, dynamic credits and fake-public keys (FPKs) to achieve anonymous mutual authentication between users and cloud service providers, and applies ring signature and blockchain to accomplish two-level accountability while maintaining user privacy. Our analysis results show that the A2UA protocol outperforms several other existing schemes in terms of security, computation and communication costs as well as security and privacy features. Additionally, it has good feasibility in terms of the Ethereum Gas cost as demonstrated in our evaluation.",2168-7161,,10.1109/TCC.2022.3216580,,,IEEE
439,439,Energy-efficient Spectrum Sharing for 6G Ubiquitous IoT Networks Through Blockchain,Z. Sun; F. Qi; L. Liu; Y. Xing; W. Xie,China,[],2022.0,"Ubiquitous Internet of Things (UIoT) is required a three-dimensional network that stretches from space to air to earth. It is involved numerous network components such as satellites, HAPs, UAVs, terrestrial cellular networks, data centers, terrestrial gateways, as well as sharing and openness among operators. Correspondingly wireless spectrum sharing becomes essential to energy efficiency and thus has to be investigated for green UIoT. Meanwhile, both blockchain and 6G hybrid cloud are recently intriguing technologies, and the enormous potential of combining the two has grown in prominence. For the reason of dependability and security, these two technologies are proposed to apply to spectrum sharing among UIoT devices. Particularly the blockchain’s unique smart contract technology can well complete the spectrum sharing procedure, as verified by the numerical results from our simulation study.",2327-4662,,10.1109/JIOT.2022.3224849,,,IEEE
440,440,A Privacy-Preserving Transparent Central Bank Digital Currency System Based on Consortium Blockchain and Unspent Transaction Outputs,M. M. Islam; H. P. IN,South Korea,['Korea University'],2022.0,"There is rising global demand for the deployment of a central bank digital currency (CBDC) system to achieve financial stability. However, striking a balance between privacy, transparency, and auditability in such a system is technically difficult. We propose a CBDC system based on a consortium blockchain that adopts a privacy-preserving, transparent unspent transaction output (UTXO) model. The proposed system satisfies the travel rule of payment, unlike existing cryptocurrencies. Unlike the conventional UTXO approach, users use wallet-linked addresses for transactions rather than their actual wallet addresses. Each transacting address is generated using two keys: a random private key computed by the sender and the recipient's public key. The final private key is known only to the recipient, and it is required to spend the UTXO received using the address. Thus, each user holds only a single authorized public key and address, which eases regulatory compliance in the network without compromising anonymity and privacy. To manage the blockchain, the central bank and several certificate authorities execute the energy-efficient Clique consensus algorithm. Only the central bank supplies money to the network. A prototype of the system was implemented using Python-Flask, and it outperformed the state-of-the-art systems by providing a smaller transaction size (665 B) and lower verification time (9 ms).",1939-1374,,10.1109/TSC.2022.3226120,,,IEEE
441,441,Detecting Sybil Attacks in Vehicular Fog Networks Using RSSI and Blockchain,S. Benadla; O. R. Merad-Boudia; S. M. Senouci; M. Lehsaini,Algeria,"['University of Tlemcen', 'University of Oran 1 Ahmed Ben Bella', 'University of Burgundy']",2022.0,"Vehicular Fog Computing (VFC) is a paradigm of vehicular networks that has a set of advantages such as agility, efficiency, and reduced latency. The VFC is vulnerable to a variety of attacks, and existing security measures in traditional networks are not necessarily applicable to VFC. Among these attacks, we can find the Sybil attack that allows a vehicle to create multiple identities to perform malicious operations. In this paper, we propose a blockchain-based mechanism to detect Sybil attacks in VFC networks. The detection process consists of two levels; the first one is targeted toward the verification of the vehicle’s position by the FN using the Received Signal Strength Indicator (RSSI) technique. The FN delivers a position proof, if its position is valid, and stores it in the blockchain. At this point, the set of the obtained position proofs constitutes a trajectory. The second level is projected toward a comparison between the trajectories of the vehicles reporting an event. Two trajectories that pass through the same FNs at the same time, will be considered as Sybil trajectories. The objective of these two-level detections is to identify the Sybil attack in several attack scenarios performed by a powerful adversary. Our analysis shows that existing proposals cannot deal with such an adversary. Moreover, simulation results show the efficiency of our proposal in terms of communication, computation, and detection rate. Indeed, our system can reach a detection rate of 98% when the malicious vehicle generates several aliases simultaneously and sends position requests to the FN for each generated pseudonym.",1932-4537,,10.1109/TNSM.2022.3216073,,,IEEE
442,442,Detecting Sybil Attacks in Vehicular Fog Networks Using RSSI and Blockchain,S. Benadla; O. R. Merad-Boudia; S. M. Senouci; M. Lehsaini,France,"['University of Tlemcen', 'University of Oran 1 Ahmed Ben Bella', 'University of Burgundy']",2022.0,"Vehicular Fog Computing (VFC) is a paradigm of vehicular networks that has a set of advantages such as agility, efficiency, and reduced latency. The VFC is vulnerable to a variety of attacks, and existing security measures in traditional networks are not necessarily applicable to VFC. Among these attacks, we can find the Sybil attack that allows a vehicle to create multiple identities to perform malicious operations. In this paper, we propose a blockchain-based mechanism to detect Sybil attacks in VFC networks. The detection process consists of two levels; the first one is targeted toward the verification of the vehicle’s position by the FN using the Received Signal Strength Indicator (RSSI) technique. The FN delivers a position proof, if its position is valid, and stores it in the blockchain. At this point, the set of the obtained position proofs constitutes a trajectory. The second level is projected toward a comparison between the trajectories of the vehicles reporting an event. Two trajectories that pass through the same FNs at the same time, will be considered as Sybil trajectories. The objective of these two-level detections is to identify the Sybil attack in several attack scenarios performed by a powerful adversary. Our analysis shows that existing proposals cannot deal with such an adversary. Moreover, simulation results show the efficiency of our proposal in terms of communication, computation, and detection rate. Indeed, our system can reach a detection rate of 98% when the malicious vehicle generates several aliases simultaneously and sends position requests to the FN for each generated pseudonym.",1932-4537,,10.1109/TNSM.2022.3216073,,,IEEE
443,443,Secure Task Offloading in Blockchain-Enabled Mobile Edge Computing with Deep Reinforcement Learning,A. Samy; I. A. Elgendy; H. Yu; W. Zhang; H. Zhang,China,['Menoufia University'],2022.0,"Mobile Edge Computing (MEC) is a promising and fast-developing paradigm that provides cloud services at the edge of the network. MEC enables IoT devices to offload and execute their real-time applications at the proximity of these devices with low latency. Such applications include efficient manufacture inspection, virtual/augmented reality, image recognition, Internet of Vehicles (IoV), and e-Health. However, task offloading experiences security and privacy attacks such as data tampering, private data leakage, data replication, etc. To this end, in this paper, we propose a new blockchain-based framework for secure task offloading in MEC systems with guaranteed performance in terms of execution delay and energy consumption. First, blockchain technology is introduced as a platform to achieve data confidentiality, integrity, authentication, and privacy of task offloading in MEC. Second, we formulate an integration model of resource allocation and task offloading for a multi-user with multi-task MEC systems to optimize the energy and time cost. This is an NP-hard problem because of the curse-of-dimensionality and dynamic characteristics challenges of the considered scenario. Therefore, a deep reinforcement learning-based algorithm is developed to derive the close-optimal task offloading decision efficiently. Theoretical analysis and experimental results demonstrate that the proposed framework is resilient to several task offloading security attacks and it can save about 22.2% and 19.4% of system consumption with respect to the local and edge execution scenarios. Moreover, the benchmark analysis proves that the framework consumes few resources in terms of memory and disk usage, CPU utilization, and transaction throughput.",1932-4537,,10.1109/TNSM.2022.3190493,,,IEEE
444,444,Secure Task Offloading in Blockchain-Enabled Mobile Edge Computing with Deep Reinforcement Learning,A. Samy; I. A. Elgendy; H. Yu; W. Zhang; H. Zhang,Egypt,['Menoufia University'],2022.0,"Mobile Edge Computing (MEC) is a promising and fast-developing paradigm that provides cloud services at the edge of the network. MEC enables IoT devices to offload and execute their real-time applications at the proximity of these devices with low latency. Such applications include efficient manufacture inspection, virtual/augmented reality, image recognition, Internet of Vehicles (IoV), and e-Health. However, task offloading experiences security and privacy attacks such as data tampering, private data leakage, data replication, etc. To this end, in this paper, we propose a new blockchain-based framework for secure task offloading in MEC systems with guaranteed performance in terms of execution delay and energy consumption. First, blockchain technology is introduced as a platform to achieve data confidentiality, integrity, authentication, and privacy of task offloading in MEC. Second, we formulate an integration model of resource allocation and task offloading for a multi-user with multi-task MEC systems to optimize the energy and time cost. This is an NP-hard problem because of the curse-of-dimensionality and dynamic characteristics challenges of the considered scenario. Therefore, a deep reinforcement learning-based algorithm is developed to derive the close-optimal task offloading decision efficiently. Theoretical analysis and experimental results demonstrate that the proposed framework is resilient to several task offloading security attacks and it can save about 22.2% and 19.4% of system consumption with respect to the local and edge execution scenarios. Moreover, the benchmark analysis proves that the framework consumes few resources in terms of memory and disk usage, CPU utilization, and transaction throughput.",1932-4537,,10.1109/TNSM.2022.3190493,,,IEEE
445,445,Security Framework for Internet of Things based Software Defined Networks using Blockchain,S. Rani; H. Babbar; G. Srivastava; T. R. Gadekallu; G. Dhiman,India,"['Chitkara University Institute of Engineering and Technology', 'Chitkara University', 'India Chitkara University Institute of Engineering and Technology', 'Lebanese American University', 'Graphic Era Deemed to be University']",2022.0,"Presently, trillions of Internet of Things (IoT) devices are in use, with many more projected to join IoT networks in the future. These IoT devices create a massive volume of data, which cannot be transmitted over the network without proper security and privacy. Furthermore, as the amount of information and variety of interconnected devices grows, problems including excessive response time, bandwidth constraints, and scalability emerge in proper network design. To solve the constraints of today’s smart cities for next-generation networks, an effective, secure, and scalable distributed framework must be designed bringing computing and storage resources nearer to endpoints. In this paper, combining the strengths of Software-Defined Networks (SDN) and blockchain technology, an innovative adaptable network infrastructure for smart cities is developed. The network is divided into different domains in which SDN will detect potential attacks and transmit the secured data to the blockchain. Our in-depth experimental analysis on performance evaluation show that the proposed framework achieves 12.75% improvement over baseline methodologies.",2327-4662,,10.1109/JIOT.2022.3223576,,,IEEE
446,446,Security Framework for Internet of Things based Software Defined Networks using Blockchain,S. Rani; H. Babbar; G. Srivastava; T. R. Gadekallu; G. Dhiman,Lebanon,"['Chitkara University Institute of Engineering and Technology', 'Chitkara University', 'India Chitkara University Institute of Engineering and Technology', 'Lebanese American University', 'Graphic Era Deemed to be University']",2022.0,"Presently, trillions of Internet of Things (IoT) devices are in use, with many more projected to join IoT networks in the future. These IoT devices create a massive volume of data, which cannot be transmitted over the network without proper security and privacy. Furthermore, as the amount of information and variety of interconnected devices grows, problems including excessive response time, bandwidth constraints, and scalability emerge in proper network design. To solve the constraints of today’s smart cities for next-generation networks, an effective, secure, and scalable distributed framework must be designed bringing computing and storage resources nearer to endpoints. In this paper, combining the strengths of Software-Defined Networks (SDN) and blockchain technology, an innovative adaptable network infrastructure for smart cities is developed. The network is divided into different domains in which SDN will detect potential attacks and transmit the secured data to the blockchain. Our in-depth experimental analysis on performance evaluation show that the proposed framework achieves 12.75% improvement over baseline methodologies.",2327-4662,,10.1109/JIOT.2022.3223576,,,IEEE
447,447,Security Framework for Internet of Things based Software Defined Networks using Blockchain,S. Rani; H. Babbar; G. Srivastava; T. R. Gadekallu; G. Dhiman,to,"['Chitkara University Institute of Engineering and Technology', 'Chitkara University', 'India Chitkara University Institute of Engineering and Technology', 'Lebanese American University', 'Graphic Era Deemed to be University']",2022.0,"Presently, trillions of Internet of Things (IoT) devices are in use, with many more projected to join IoT networks in the future. These IoT devices create a massive volume of data, which cannot be transmitted over the network without proper security and privacy. Furthermore, as the amount of information and variety of interconnected devices grows, problems including excessive response time, bandwidth constraints, and scalability emerge in proper network design. To solve the constraints of today’s smart cities for next-generation networks, an effective, secure, and scalable distributed framework must be designed bringing computing and storage resources nearer to endpoints. In this paper, combining the strengths of Software-Defined Networks (SDN) and blockchain technology, an innovative adaptable network infrastructure for smart cities is developed. The network is divided into different domains in which SDN will detect potential attacks and transmit the secured data to the blockchain. Our in-depth experimental analysis on performance evaluation show that the proposed framework achieves 12.75% improvement over baseline methodologies.",2327-4662,,10.1109/JIOT.2022.3223576,,,IEEE
448,448,Security Framework for Internet of Things based Software Defined Networks using Blockchain,S. Rani; H. Babbar; G. Srivastava; T. R. Gadekallu; G. Dhiman,be,"['Chitkara University Institute of Engineering and Technology', 'Chitkara University', 'India Chitkara University Institute of Engineering and Technology', 'Lebanese American University', 'Graphic Era Deemed to be University']",2022.0,"Presently, trillions of Internet of Things (IoT) devices are in use, with many more projected to join IoT networks in the future. These IoT devices create a massive volume of data, which cannot be transmitted over the network without proper security and privacy. Furthermore, as the amount of information and variety of interconnected devices grows, problems including excessive response time, bandwidth constraints, and scalability emerge in proper network design. To solve the constraints of today’s smart cities for next-generation networks, an effective, secure, and scalable distributed framework must be designed bringing computing and storage resources nearer to endpoints. In this paper, combining the strengths of Software-Defined Networks (SDN) and blockchain technology, an innovative adaptable network infrastructure for smart cities is developed. The network is divided into different domains in which SDN will detect potential attacks and transmit the secured data to the blockchain. Our in-depth experimental analysis on performance evaluation show that the proposed framework achieves 12.75% improvement over baseline methodologies.",2327-4662,,10.1109/JIOT.2022.3223576,,,IEEE
449,449,An Efficient Blockchain-Based Conditional Privacy-Preserving Authentication Protocol for VANETs,X. Zhou; D. He; M. K. Khan; W. Wu; K. -K. R. Choo,USA,"['Guilin University of Electronic Technology', 'King Saud University', 'Fujian Normal University', 'University of Texas at San Antonio']",2022.0,"Vehicular Ad-hoc Networks (VANETs) have potential applications in improving the efficiency and safety for intelligent transportation systems. The openness of VANETs, however, also introduces privacy and security implications. Despite a number of conditional privacy-preserving authentication (CPPA) schemes with anonymity and conditional traceability have been designed for VANETs, a majority of these schemes cannot be directly applied to a real-world setting (e.g., due to the need for a certificate manager for issuing keys in PKI-based solutions, or the inherent key escrow problem in ID-based solutions). There have also been attempts to design blockchain-based CPPA schemes, but these schemes may not support key revocation or are inefficient (e.g., due to on-chain operations). This paper proposes an efficient blockchain-based CPPA (EBCPPA) scheme, which is designed to mitigate the above limitations. Our proposal consists of two key building blocks, namely: signature of knowledge and smart contract. To evaluate the feasibility, we present the security and performance analyses of EBCPPA. Specifically, the performance evaluations show that EBCPPA is more efficient than other existing state-of-the-art solutions, in terms of signing (improving at least 49.71%), the verification (improving at least 32.84%) and bandwidth requirement (reducing at least 27.59%).",1939-9359,,10.1109/TVT.2022.3204582,,,IEEE
450,450,An Efficient Blockchain-Based Conditional Privacy-Preserving Authentication Protocol for VANETs,X. Zhou; D. He; M. K. Khan; W. Wu; K. -K. R. Choo,China,"['Guilin University of Electronic Technology', 'King Saud University', 'Fujian Normal University', 'University of Texas at San Antonio']",2022.0,"Vehicular Ad-hoc Networks (VANETs) have potential applications in improving the efficiency and safety for intelligent transportation systems. The openness of VANETs, however, also introduces privacy and security implications. Despite a number of conditional privacy-preserving authentication (CPPA) schemes with anonymity and conditional traceability have been designed for VANETs, a majority of these schemes cannot be directly applied to a real-world setting (e.g., due to the need for a certificate manager for issuing keys in PKI-based solutions, or the inherent key escrow problem in ID-based solutions). There have also been attempts to design blockchain-based CPPA schemes, but these schemes may not support key revocation or are inefficient (e.g., due to on-chain operations). This paper proposes an efficient blockchain-based CPPA (EBCPPA) scheme, which is designed to mitigate the above limitations. Our proposal consists of two key building blocks, namely: signature of knowledge and smart contract. To evaluate the feasibility, we present the security and performance analyses of EBCPPA. Specifically, the performance evaluations show that EBCPPA is more efficient than other existing state-of-the-art solutions, in terms of signing (improving at least 49.71%), the verification (improving at least 32.84%) and bandwidth requirement (reducing at least 27.59%).",1939-9359,,10.1109/TVT.2022.3204582,,,IEEE
451,451,An Efficient Blockchain-Based Conditional Privacy-Preserving Authentication Protocol for VANETs,X. Zhou; D. He; M. K. Khan; W. Wu; K. -K. R. Choo,in,"['Guilin University of Electronic Technology', 'King Saud University', 'Fujian Normal University', 'University of Texas at San Antonio']",2022.0,"Vehicular Ad-hoc Networks (VANETs) have potential applications in improving the efficiency and safety for intelligent transportation systems. The openness of VANETs, however, also introduces privacy and security implications. Despite a number of conditional privacy-preserving authentication (CPPA) schemes with anonymity and conditional traceability have been designed for VANETs, a majority of these schemes cannot be directly applied to a real-world setting (e.g., due to the need for a certificate manager for issuing keys in PKI-based solutions, or the inherent key escrow problem in ID-based solutions). There have also been attempts to design blockchain-based CPPA schemes, but these schemes may not support key revocation or are inefficient (e.g., due to on-chain operations). This paper proposes an efficient blockchain-based CPPA (EBCPPA) scheme, which is designed to mitigate the above limitations. Our proposal consists of two key building blocks, namely: signature of knowledge and smart contract. To evaluate the feasibility, we present the security and performance analyses of EBCPPA. Specifically, the performance evaluations show that EBCPPA is more efficient than other existing state-of-the-art solutions, in terms of signing (improving at least 49.71%), the verification (improving at least 32.84%) and bandwidth requirement (reducing at least 27.59%).",1939-9359,,10.1109/TVT.2022.3204582,,,IEEE
452,452,An Efficient Blockchain-Based Conditional Privacy-Preserving Authentication Protocol for VANETs,X. Zhou; D. He; M. K. Khan; W. Wu; K. -K. R. Choo,at,"['Guilin University of Electronic Technology', 'King Saud University', 'Fujian Normal University', 'University of Texas at San Antonio']",2022.0,"Vehicular Ad-hoc Networks (VANETs) have potential applications in improving the efficiency and safety for intelligent transportation systems. The openness of VANETs, however, also introduces privacy and security implications. Despite a number of conditional privacy-preserving authentication (CPPA) schemes with anonymity and conditional traceability have been designed for VANETs, a majority of these schemes cannot be directly applied to a real-world setting (e.g., due to the need for a certificate manager for issuing keys in PKI-based solutions, or the inherent key escrow problem in ID-based solutions). There have also been attempts to design blockchain-based CPPA schemes, but these schemes may not support key revocation or are inefficient (e.g., due to on-chain operations). This paper proposes an efficient blockchain-based CPPA (EBCPPA) scheme, which is designed to mitigate the above limitations. Our proposal consists of two key building blocks, namely: signature of knowledge and smart contract. To evaluate the feasibility, we present the security and performance analyses of EBCPPA. Specifically, the performance evaluations show that EBCPPA is more efficient than other existing state-of-the-art solutions, in terms of signing (improving at least 49.71%), the verification (improving at least 32.84%) and bandwidth requirement (reducing at least 27.59%).",1939-9359,,10.1109/TVT.2022.3204582,,,IEEE
453,453,BPMS: Blockchain-based Privacy-preserving Multi-keyword Search in Multi-owner Setting,S. Gao; Y. Chen; J. Zhu; Z. Sui; R. Zhang; X. Ma,China,"['Central University of Finance and Economics', 'Xidian University']",2022.0,"Searchable encryption (SE) has emerged as a cryptographic primitive that allows data users to search on encrypted data. Most existing SE schemes usually delegate search operations to an intermediary such as a cloud server, which would inevitably result in single-point failure, privacy leakage, and even untrustworthy results. Several blockchain-based SE schemes have been proposed to alleviate these issues; however, they suffer from some issues, such as the support for multi-keyword multi-owner model, query privacy and data storage availability. In this paper, we propose BPMS, blockchain-based privacy-preserving multi-keyword search in multi-owner setting, which supports searching over encrypted data in trustworthy, private and efficient manners. The attribute Bloom filter has been introduced into our BPMS to build indexes, which protects query privacy and improves index generation performance. To guarantee data storage availability, our BPMS leverages the advantages of IPFS (InterPlanetary File System) to store large scale of encrypted data. Security proof and comparative analysis in theory indicate that our BPMS is more secure and efficient. A series of experiments conducted on a real-world dataset further demonstrate that our BPMS is feasible in practice.",2168-7161,,10.1109/TCC.2022.3196712,,,IEEE
454,454,When Collaborative Federated Learning Meets Blockchain to Preserve Privacy in Healthcare,Z. Abou El Houda; A. S. Hafid; L. Khoukhi; B. Brik,France,"['University of Montreal', 'Normandie University', 'university of Bourgogne FrancheComté']",2022.0,"Data-driven Machine and Deep Learning (ML/DL) is an emerging approach that uses medical data to build robust and accurate ML/DL models that can improve clinical decisions in some critical tasks ($e.g.,$ cancer diagnosis). However, ML/DL-based healthcare models still suffer from poor adoption due to the lack of realistic and recent medical data. The privacy nature of these medical datasets makes it difficult for clinicians and healthcare service providers, to share their sensitive data ($i.e.,$ Patient Health Records (PHR)). Thus, privacy-aware collaboration among clinicians and healthcare service providers is expected to become essential to build robust healthcare applications supported by next-generation networking (NGN) technologies, including Beyond sixth-generation (B6G) networks. In this paper, we design a new framework, called HealthFed, that leverages Federated Learning (FL) and blockchain technologies to enable privacy-preserving and distributed learning among multiple clinician collaborators. Specifically, HealthFed enables several distributed SDN-based domains, clinician collaborators, to securely collaborate in order to build robust healthcare ML-based models, while ensuring the privacy of each clinician participant. In addition, HealthFed ensures a secure aggregation of local model updates by leveraging a secure multiparty computation scheme ($i.e.,$ Secure Multiparty Computation (SMPC)). Furthermore, we design a novel blockchain-based scheme to facilitate/maintain the collaboration among clinician collaborators, in a fully decentralized, trustworthy, and flexible way. We conduct several experiments to evaluate HealthFed; in-depth experiments results using public Breast Cancer dataset show the efficiency of HealthFed, by not only ensuring the privacy of each collaborator's sensitive data, but also providing an accurate learning models, which makes HealthFed a promising framework for healthcare systems.",2327-4697,,10.1109/TNSE.2022.3211192,,,IEEE
